Business Name,Physical Address Number,Physical Address,Physical City,Physical State,Phone,Latitude,Longitude,Primary SIC Description
Dick's Last Resort,1,1 Faneuil Hall Sq,Boston,MA,(617) 742-1764,42.360039,-71.056238,American Restaurants
Texas Roadhouse,301,301 Newbury St Ste 13,Danvers,MA,(978) 646-9201,42.584764,-70.964693,Restaurants
Halligan Tavern,32,32 W Broadway,Derry,NH,(603) 965-3490,42.879732,-71.327893,Restaurants
Grandmas Chicken Soup,30,30 Commerce Way Ste 2,Woburn,MA,(781) 503-0066,42.507575,-71.132204,Restaurants
Polcaris Bridgwaye Inn,1265,1265 Ferry St,Marshfield,MA,(781) 834-2020,42.137583,-70.694536,Restaurants
Burtons Grill,210,210 Andover St Ste Ll23,Peabody,MA,(978) 977-0600,42.5413325,-70.9439351,Restaurants
Landing Restaurant,81,81 Front St,Marblehead,MA,(781) 631-1878,42.5042918,-70.8468997,Restaurants
Connies Restaurant,270,270 Main St,Hanson,MA,(781) 294-8988,42.0433042,-70.8519179,Restaurants
Stewarts,140,140 Jefferson Ave,Everett,MA,(617) 381-0563,42.4135975,-71.0401226,Restaurants
Viet-Thai Restaurant,368,368 Merrimack St,Lowell,MA,(978) 446-0977,42.645907,-71.314217,Restaurants
Los Paisanos Restaurant,62,62 Broadway,Somerville,MA,(617) 629-3502,42.386555,-71.080745,Restaurants
Viva Mi Arepa,5197,5197 Washington St,West Roxbury,MA,(617) 323-7844,42.2614525,-71.1572876,Restaurants
Birch Street Bistro,14,14 Birch St,Roslindale,MA,(617) 323-2184,42.286819,-71.129869,Restaurants
Museum Cafe,150,150 Essex St,Salem,MA,(978) 740-4551,42.52200921,-70.89253088,Restaurants
Metropolitan Catering Co Inc,313,313 Littleton Rd,Westford,MA,(978) 692-1819,42.555483,-71.444363,Restaurants
Hugh Oneill's Pub & Restaurant,45,45 Pleasant St,Malden,MA,(781) 338-9977,42.4270329,-71.0684053,Restaurants
Tennessees Real BBQ Braintree,174,174 Pearl St,Braintree,MA,(781) 843-0999,42.202696,-70.999329,Restaurants
Garden City Pub,21,21 Enon St,Beverly,MA,(978) 922-9018,42.58492133,-70.88453341,Restaurants
Billys Famous Roast Beef,1291,1291 Main St,Wakefield,MA,(781) 665-2070,42.473593,-71.06191,Restaurants
Peter's Super Beef,1485,1485 N Shore Rd,Revere,MA,(781) 286-5610,42.408717,-70.993788,Restaurants
Curly's Restaurant,150,150 Broadway,Chelsea,MA,(617) 889-5710,42.3894833,-71.040181,Restaurants
Windham Restaurants,59,59 Range Rd,Windham,NH,(603) 870-9270,42.805863,-71.262219,Restaurants
Cristal Restaurant,250,250 Main St,Brockton,MA,(508) 427-6900,42.080674,-71.020032,Restaurants
Nikos Restaurant,948,948 Broad St,East Weymouth,MA,(781) 335-4423,42.21561,-70.922509,Restaurants
Mug-N-Muffin Breakfast,716,716 Washington St,Norwood,MA,(781) 762-8927,42.192102,-71.2018949,Restaurants
The Point,147,147 Hanover St,Boston,MA,(617) 523-7020,42.361735,-71.057067,Restaurants
Mediterranean Grill,281,281 Franklin St,Boston,MA,(617) 338-4507,42.356954,-71.053005,Restaurants
City Table,710,710 Boylston St,Boston,MA,(617) 933-4800,42.3491473,-71.0796196,Restaurants
Oysters Bar & Grille,254,254 Church St Ste 7,Pembroke,MA,(781) 924-5249,42.1078667,-70.7615991,Restaurants
Happy Family China Restaurant,928,928 Hingham St,Rockland,MA,(781) 871-0504,42.1607551,-70.9030061,Restaurants
Five Guys,341,341 Cochituate Rd Ste 7,Framingham,MA,(508) 879-7500,42.301991,-71.40159,Restaurants
Five Horses Tavern,400,400 Highland Ave,Somerville,MA,(617) 764-1655,42.395677,-71.120851,Restaurants
Farm Bar & Grille,25,25 Portland Ave,Dover,NH,(603) 516-3276,43.19663629,-70.87109935,Restaurants
IHOP,200,200 Lynnway,Revere,MA,(781) 289-2425,42.44115229,-70.96705569,Restaurants
IHOP,540,540 Westgate Dr,Brockton,MA,(508) 521-6050,42.09140713,-71.05152,Restaurants
Fuse Bistro,45,45 Palmer St,Lowell,MA,(978) 323-0424,42.644961,-71.3109506,Restaurants
Black Sheep Restaurant at the Kendall Hotel,350,350 Main St,Cambridge,MA,(617) 577-1300,42.362209,-71.08734,Restaurants
Main Street Cafe,182,182 Main St,Marlborough,MA,(508) 485-7664,42.34654543,-71.54939578,Restaurants
Hops N Scotch,1306,1306 Beacon St,Brookline,MA,(617) 232-8808,42.3426698,-71.1205328,Restaurants
Five Guys,58,58 Summer St,Boston,MA,(617) 482-2245,42.354435,-71.058671,Restaurants
Abby Lane,253,253 Tremont St,Boston,MA,(617) 451-2229,42.350488,-71.065334,Restaurants
Assembly,425,425 Hancock St,Quincy,MA,(617) 302-4696,42.272761,-71.02511,Restaurants
Boston Chops,1375,1375 Washington St,Boston,MA,(857) 263-7690,42.341644,-71.069576,Restaurants
Five Guys,37,37 Forbes Rd,Braintree,MA,(781) 848-4897,42.22085004,-71.02921951,Restaurants
Five Guys,15,15 Webb Pl,Dover,NH,(603) 842-4955,43.221415,-70.888677,Restaurants
La Corona,83,83 Farmington Rd,Rochester,NH,(603) 948-1050,43.3330742,-71.00686,Restaurants
Napoli Pizza,643,643 Washington St,Whitman,MA,(781) 332-3663,42.0825096,-70.937545,Restaurants
Victoria Cafe Inc,23,23 Messenger St Ste 1,Plainville,MA,(508) 643-2220,42.008268,-71.30947,Restaurants
Lodge Bar & Grill,1064,1064 N Main St,Randolph,MA,(781) 961-1600,42.191807,-71.060143,Restaurants
282 Cabot Street,282,282 Cabot St,Beverly,MA,(978) 969-3792,42.550935,-70.8785429,Restaurants
Pillory Pub,72,72 Water St,Plymouth,MA,(774) 283-4086,41.9587435,-70.6629263,Restaurants
Grass Fed Restaurant,605,605 Centre St,Jamaica Plain,MA,(617) 553-2278,42.3147977,-71.1142802,Restaurants
New England Clam Bakes & BBQ Co,20,20 Pleasant St,Millis,MA,(508) 376-2026,42.162506,-71.365684,Restaurants
Kings Famous Roast Beef & Seafood,145,145 North St,Salem,MA,(978) 745-7779,42.528824,-70.904086,Restaurants
Maria's Place,10,10 Jefferson Ave,Salem,MA,(978) 744-1817,42.515192,-70.898836,Restaurants
Charlottes Cozy & Kitchen,142,142 Main St,Pepperell,MA,(978) 433-2693,42.6662629,-71.5746195,Restaurants
Pomodori Roast Beef & Pizzeria,146,146 High St Ste A,Ipswich,MA,(978) 356-8800,42.689745,-70.85364,Restaurants
Tucasa Restaurant,403,403 Broadway,Chelsea,MA,(617) 887-0888,42.391942,-71.034987,Restaurants
Gilley's Diner,175,175 Fleet St,Portsmouth,NH,(603) 431-6343,43.077199,-70.759372,Restaurants
Jr's Hideaway,29,29 Food Mart Rd,Boston,MA,(617) 269-7103,42.3369597,-71.0619473,Restaurants
Little Red Smoke House,145,145 S Main St,Carver,MA,(508) 465-0018,41.838047,-70.7501655,Restaurants
Bw's Grill,843,843 Broadway,Revere,MA,(781) 629-3778,42.41822189,-71.00661224,Restaurants
Tastebuds,42,42 Main St,Mattapoisett,MA,(508) 758-8524,41.661848,-70.818879,Restaurants
Opus Salem,87,87 Washington St,Salem,MA,(978) 744-9600,42.5221089,-70.8955213,Restaurants
Billy's Frozen Yogurt,61,61 Crystal Ave,Derry,NH,(603) 216-1416,42.893391,-71.325978,Restaurants
Pizza Market,502,502 Main St,Woburn,MA,(781) 933-3747,42.482425,-71.151009,Restaurants
Society On High,99,99 High St Ste 102,Boston,MA,(857) 350-4555,42.3542673,-71.0548412,Restaurants
Shake Shack,49,49 Boylston St Ste 4,Chestnut Hill,MA,(617) 651-3406,42.3225967,-71.1699838,Restaurants
Trata,49,49 Mount Auburn St,Cambridge,MA,(617) 349-1650,42.371379,-71.116642,Restaurants
Carroll's,21,21 Main St,Medford,MA,(781) 395-3344,42.4179473,-71.1101701,Restaurants
The Common Man,88,88 Range Rd,Windham,NH,(603) 898-0088,42.801438,-71.2705652,Restaurants
Five Guys,43,43 Middlesex Tpke Ste 14,Burlington,MA,(781) 750-3152,42.471412,-71.209482,Restaurants
Cottage,47,47 Boylston St,Chestnut Hill,MA,(617) 916-5413,42.3225967,-71.1699838,Restaurants
Mana Escondido Cafe,68,68 Aguadilla St,Boston,MA,(617) 266-0900,42.3413573,-71.0757911,Restaurants
Fiskie's,27,27 Harbor Point Blvd,Dorchester,MA,(617) 282-8288,42.3189018,-71.042278,Restaurants
Butch's Uptown,63,63 Locke St,Haverhill,MA,(978) 891-5178,42.776451,-71.084925,Restaurants
Tasty Burger,40,40 Jfk St,Cambridge,MA,(617) 714-4423,42.3726212,-71.1199236,Restaurants
Tony Tipico,268,268 Essex St,Lynn,MA,(781) 592-1912,42.47027,-70.937556,Restaurants
Chelmsford Diner,7,7 Summer St,Chelmsford,MA,(978) 455-0648,42.593962,-71.349044,Restaurants
Copper House Tavern,380,380 Winter St,Waltham,MA,(781) 890-8989,42.39763769,-71.25855916,Restaurants
Peabody Diner,10,10 Margin St,Peabody,MA,(978) 854-5800,42.5327126,-70.9138901,Restaurants
Martingale Wharf Club,99,99 Bow St Ste 400e,Portsmouth,NH,(603) 431-0901,43.0789484,-70.7561604,Restaurants
Eda's Cafe,639,639 Granite St,Braintree,MA,(781) 843-6400,42.209179,-71.021352,Restaurants
Makarena,150,150 Common St,Lawrence,MA,(978) 655-1483,42.708339,-71.157415,Restaurants
Legal Sea Foods,736,736 Legacy Pl,Dedham,MA,(781) 234-6500,42.230976,-71.177735,Restaurants
Legal Sea Foods,270,270 Northern Ave,Boston,MA,(617) 477-2900,42.3487269,-71.037859,Restaurants
Country View Restaurant,4,4 Kelsey Way,Greenland,NH,(603) 431-7426,43.0365589,-70.846466,Restaurants
Townsend House,2,2 Depot St,Townsend,MA,(978) 597-2759,42.6647873,-71.7064746,Restaurants
Littleton Sub Shoppe,486,486 King St,Littleton,MA,(978) 486-3553,42.5465307,-71.4734481,Restaurants
Galway House,710,710 Centre St,Jamaica Plain,MA,(617) 524-9677,42.3112852,-71.1142795,Restaurants
El Oriental De Cuba,416,416 Centre St,Jamaica Plain,MA,(617) 524-6464,42.32078,-71.110458,Restaurants
Belle Isle Lobster & Seafood,1,1 Main St,Winthrop,MA,(617) 567-1619,42.382297,-70.993562,Restaurants
Delux Cafe,100,100 Chandler St,Boston,MA,(617) 338-5258,42.346259,-71.072883,Restaurants
Paramount,44,44 Charles St,Boston,MA,(617) 720-1152,42.3572593,-71.0702076,Restaurants
Bonne Chance Cafe & Bakery,77,77 Canal St,Boston,MA,(617) 742-3115,42.3642143,-71.0595224,Restaurants
Waterline,296,296 State St,Boston,MA,(617) 227-3838,42.3600067,-71.050906,Restaurants
Hub Pub,18,18 Province St,Boston,MA,(617) 227-8952,42.3572719,-71.0595818,Restaurants
West Corner Liquor Inc,18,18 Nantasket Ave,Hull,MA,(781) 925-0358,42.2610389,-70.8442928,Restaurants
204 Washington,204,204 Washington St,East Walpole,MA,(508) 660-1400,42.159936,-71.2172898,Restaurants
Tin Whistle,241,241 Jefferson Ave,Salem,MA,(978) 741-1912,42.506653,-70.901374,Restaurants
Fountain place restaurant,232,232 Essex St,Salem,MA,(978) 744-9572,42.521637,-70.8954678,Restaurants
Brothers Taverna,283,283 Derby St,Salem,MA,(978) 741-4648,42.520119,-70.890996,Restaurants
Bill & Bobs Roast Beef,2,2 Central St,Peabody,MA,(978) 531-9605,42.526225,-70.926727,Restaurants
Park Lunch,181,181 Merrimac St,Newburyport,MA,(978) 465-9817,42.814991,-70.878495,Restaurants
Omega Pizza,230,230 S Main St,Middleton,MA,(978) 777-3900,42.5795698,-70.9972799,Restaurants
New Brothers Restaurant & Deli,31,31 Maple St,Danvers,MA,(978) 750-0100,42.566387,-70.935951,Restaurants
Submarine Galley,74,74 Brockton Ave,Abington,MA,(781) 878-9855,42.1056377,-70.9490849,Restaurants
Golden Pacific Restaurant,470,470 N Franklin St,Holbrook,MA,(781) 767-4200,42.167747,-71.007881,Restaurants
Home Cafe,677,677 N Main St,Brockton,MA,(508) 583-9768,42.10073407,-71.02096155,Restaurants
Bills Bar & Lounge,5,5 Lansdowne St,Boston,MA,(617) 421-9678,42.3473473,-71.0949512,Restaurants
Ryles Jazz Club,212,212 Hampshire St,Cambridge,MA,(617) 876-9330,42.373211,-71.100499,Restaurants
Latino Restaurant,302,302 Centre St,Jamaica Plain,MA,(617) 522-1155,42.322729,-71.103255,Restaurants
Sorella's,386,386 Centre St,Jamaica Plain,MA,(617) 524-2016,42.321764,-71.109597,Restaurants
Tournament Wharf Restaurant,1,1 Tournament Wharf,Newburyport,MA,(978) 462-7785,42.813875,-70.873676,Restaurants
Trinas Starlite Lounge,3,3 Beacon St,Somerville,MA,(617) 576-0006,42.3745326,-71.101498,Restaurants
Southside Tavern,442,442 Washington St,Braintree,MA,(781) 848-0511,42.2173644,-71.0027893,Restaurants
17 State Street Cafe,17,17 State St,Newburyport,MA,(978) 948-3456,42.81056,-70.869785,Restaurants
Cask N Flagon,804,804 Plain St,Marshfield,MA,(781) 834-2275,42.1066069,-70.747714,Restaurants
Samuel's Restaurant,4,4 Chapel Ave,Andover,MA,(978) 775-4910,42.6495391,-71.1336385,Restaurants
Courtyard,700,700 Boylston St,Boston,MA,(617) 859-2251,42.3492484,-71.0786599,Restaurants
Al's State Street Cafe,112,112 State St,Boston,MA,(617) 720-5555,42.359312,-71.054892,Restaurants
Old Country Creamery,626,626 Lynnway,Lynn,MA,(781) 599-1300,42.452883,-70.96122,Restaurants
Wahlburgers,19,19 Shipyard Dr,Hingham,MA,(781) 749-2110,42.2501279,-70.922656,Restaurants
Stowe Cafe,118,118 Great Rd,Stow,MA,(978) 897-9330,42.432846,-71.486315,Restaurants
Sunny's Restaurant,250,250 Calef Hwy,Lee,NH,(603) 292-6607,43.1305546,-71.0219065,Restaurants
Sabor De MI Tierra,162,162 Park St,Chelsea,MA,(617) 884-0005,42.390457,-71.0356539,Restaurants
Franco American Club,55,55 W Prescott St,Westford,MA,(978) 692-7013,42.57959,-71.49578,Restaurants
Brothers Deli Restaurant,404,404 Main St,Wakefield,MA,(781) 245-5511,42.503305,-71.070032,Restaurants
The Club,130,130 Frost Rd,Tyngsboro,MA,(978) 649-9018,42.691063,-71.412121,Restaurants
Lasting Room,122,122 Washington St,Haverhill,MA,(978) 373-9088,42.7725856,-71.0855639,Restaurants
Shawsheen Luncheonette,3,3 Lowell St,Andover,MA,(978) 475-9750,42.672125,-71.15123,Restaurants
Paul & Jerrys Restaurant,91,91 Apsley St,Hudson,MA,(978) 562-7934,42.395045,-71.5740711,Restaurants
Leos Place Diner LLC,655,655 Main St,Waltham,MA,(781) 790-1307,42.3765032,-71.2365258,Restaurants
Clearys,113,113 Dartmouth St,Boston,MA,(617) 262-9874,42.3464973,-71.0752912,Restaurants
The Hardcover Restaurant,15,15 Newbury St # A,Danvers,MA,(978) 774-1223,42.557556,-70.978031,Restaurants
Wahlburgers,132,132 Brookline Ave Ste 1,Boston,MA,(617) 927-6810,42.3450289,-71.10053,Restaurants
Conrad's Restaurant,907,907 Main St,Walpole,MA,(508) 921-3278,42.1475379,-71.2522852,Restaurants
Ashland Ale House,23,23 Pond St,Ashland,MA,(508) 861-7780,42.258668,-71.427666,Restaurants
Pjs Bar & Grill Inc,191,191 Mechanic St,Bellingham,MA,(508) 657-1787,42.081702,-71.455261,Restaurants
Warehouse Bar and Grille,40,40 Broad St,Boston,MA,(617) 936-4383,42.3584073,-71.0539512,Restaurants
Tuckaway Tavern & Butchery,58,58 Route 27,Raymond,NH,(603) 244-2431,43.038832,-71.164213,Restaurants
Jasper Hill Cafe and Bistro,270,270 Exchange St,Millis,MA,(774) 233-0856,42.174523,-71.359694,Restaurants
Lexie's Joint,88,88 Shirking Rd,Epping,NH,(603) 319-4055,43.021778,-71.09953,Restaurants
Ninety Nine Restaurant & Pub,250,250 Granite St Ste B,Braintree,MA,(781) 849-9902,42.2220443,-71.0227762,Restaurants
Ninety Nine Restaurant & Pub,362,362 Turnpike St,Canton,MA,(781) 821-8999,42.1730086,-71.110677,Restaurants
Jake & Joe's,475,475 Boston Providence Tpke,Norwood,MA,(781) 349-4880,42.1950395,-71.1847189,Restaurants
Nubar,16,16 Garden St,Cambridge,MA,(617) 234-1365,42.377144,-71.123173,Restaurants
Brahmin Restaurant,33,33 Stanhope St,Boston,MA,(857) 239-9687,42.3485439,-71.073108,Restaurants
Five Guys,158,158 Everett Ave Unit 1,Chelsea,MA,(617) 466-2290,42.39599077,-71.03994331,Restaurants
Yard House,200,200 Legacy Pl,Dedham,MA,(781) 326-4644,42.230298,-71.175838,Restaurants
Rachel Rina Restaurant,6,6 John St,Chelsea,MA,(617) 884-0808,42.3979643,-71.027126,Restaurants
Ck Pearl,112,112 Main St,Essex,MA,(978) 890-7378,42.631085,-70.775327,Restaurants
Foreign Affairs Market,26,26 Central St,Manchester,MA,(978) 704-9568,42.5751198,-70.7731587,Restaurants
Beantown Pho and Grill,272,272 Newbury St,Boston,MA,(857) 239-9436,42.349122,-71.083425,Restaurants
Roxy's Grilled Cheese Allston LLC,485,485 Cambridge St,Allston,MA,(617) 202-5864,42.3538386,-71.1372204,Restaurants
Cork N Keg,4,4 Essex Dr,Raymond,NH,(603) 244-1573,43.035382,-71.161324,Restaurants
Five Guys,27,27 Westgate Dr,Brockton,MA,(774) 381-7921,42.0897247,-71.0474571,Restaurants
Jetty LLC,278,278 Ocean St,Marshfield,MA,(781) 837-0168,42.091776,-70.645073,Restaurants
Cure Restaurant,189,189 State St,Portsmouth,NH,(603) 427-8258,43.0765896,-70.7561687,Restaurants
Smashburger,203,203 University Ave,Westwood,MA,(781) 613-3412,42.2051614,-71.1536709,Restaurants
Castle Kreek Cookhouse,234,234 John Wise Ave,Essex,MA,(978) 890-7325,42.652182,-70.804088,Restaurants
Jersey Mike's Subs,42,42 Boston Post Rd W,Marlborough,MA,(508) 485-5940,42.3398598,-71.5824896,Restaurants
Gas Light Restaurant,78,78 Market St,Portsmouth,NH,(603) 319-8734,43.07833303,-70.75782276,Restaurants
Shake Shack,92,92 Winthrop St,Cambridge,MA,(617) 758-8495,42.3721353,-71.1208923,Restaurants
Hot Dog Wagon,22,22 Causeway St,Medfield,MA,(508) 359-9737,42.181526,-71.312065,Restaurants
Article Twenty Four,458,458 Western Ave,Brighton,MA,(617) 254-2424,42.361953,-71.14221,Restaurants
Bickford's,6,6 Cambridge St,Burlington,MA,(781) 272-2262,42.481553,-71.186534,Restaurants
Andiamo Restaurant Bar,18,18 Boston Rd,Chelmsford,MA,(978) 710-7218,42.5947,-71.350389,Restaurants
Marshland 3a,986,986 State Rd,Plymouth,MA,(508) 224-9400,41.9002916,-70.5497287,Restaurants
Las Olas Taqueria,356,356 Lafayette Rd,Hampton,NH,(603) 967-4880,42.938767,-70.839264,Restaurants
Huntspoint Meat & BBQ,114,114 Calef Hwy,Epping,NH,(603) 679-5700,43.033189,-71.072843,Restaurants
Frank Jones Restaurant and Pub,556,556 Calef Hwy,Barrington,NH,(603) 664-7400,43.209169,-70.9968377,Restaurants
Postern Grille,1657,1657 Worcester Rd,Framingham,MA,(508) 270-1906,42.297926,-71.478969,Restaurants
Great Road Kitchen,613,613 Constitution Ave,Littleton,MA,(978) 952-7333,42.55167949,-71.4796976,Restaurants
9 Elm American Bistro,9,9 Elm St,Danvers,MA,(978) 774-9436,42.565396,-70.936026,Restaurants
Elm Square Oyster Co,2,2 Elm Sq,Andover,MA,(978) 470-2228,42.657028,-71.140477,Restaurants
Saltbox Kitchen,84,84 Commonwealth Ave,Concord,MA,(978) 212-3585,42.4572517,-71.3949901,Restaurants
JD's Landing,125,125 Access Rd,Norwood,MA,(781) 910-4802,42.188341,-71.1777699,Restaurants
Red Heat Tavern,152,152 Great Rd,Bedford,MA,(781) 538-4330,42.49068766,-71.27574683,Restaurants
5 South Main,5,5 S Main St,Cohasset,MA,(781) 383-3555,42.241052,-70.802673,Restaurants
Kings Lynnfield,510,510 Market St,Lynnfield,MA,(781) 334-4400,42.5146862,-71.0344211,Restaurants
Bostonia Public House,131,131 State St,Boston,MA,(617) 948-9800,42.3588892,-71.0540494,Restaurants
Commonwealth Restaurant and Market,11,11 Broad Canal Way,Cambridge,MA,(617) 945-7030,42.36315432,-71.08354976,Restaurants
State Park,1,1 Kendall Sq Ste B3001,Cambridge,MA,(617) 848-4355,42.3670663,-71.0905674,Restaurants
Casa B,253,253 Washington St,Somerville,MA,(617) 764-2180,42.379769,-71.094374,Restaurants
Pat's Place,15,15 Francis St Fl 1,Boston,MA,(617) 732-4088,42.334442,-71.105014,Restaurants
Brass Union,70,70 Union Sq,Somerville,MA,(617) 623-9211,42.3799231,-71.0950228,Restaurants
16C,16,16 Cottage Ave,Quincy,MA,(617) 481-2170,42.248786,-71.001437,Restaurants
Tamo Bistro & Bar,1,1 Seaport Ln,Boston,MA,(617) 385-4304,42.349316,-71.041742,Restaurants
Dean's List,5,5 Blossom St,Boston,MA,(617) 239-2393,42.361852,-71.066612,Restaurants
Hopewell Bar & Kitchen,1277,1277 Commonwealth Ave Ste 1,Allston,MA,(617) 208-8925,42.3498362,-71.1334022,Restaurants
Bisq,1071,1071 Cambridge St,Cambridge,MA,(617) 714-3693,42.37312769,-71.09517312,Restaurants
IHOP,160,160 Washington St,Rochester,NH,(603) 948-1238,43.291301,-70.996251,Restaurants
Thunder Road,379,379 Somerville Ave,Somerville,MA,(617) 776-7623,42.3816,-71.100076,Restaurants
Victory Grill,233,233 Elm St,Dedham,MA,(781) 686-1746,42.2279734,-71.1783163,Restaurants
Kaylas Diner,136,136 Newbury St,Peabody,MA,(978) 854-5990,42.5364856,-70.9896355,Restaurants
Stephi's In South,130,130 Dorchester St,South Boston,MA,(617) 345-5495,42.3345293,-71.0469728,Restaurants
Old Town Cafe,222,222 North Ave,Abington,MA,(781) 878-8046,42.128097,-70.941671,Restaurants
Popovers On The Square,11,11 Brickyard Sq Ste 23,Epping,NH,(603) 734-4724,43.02511235,-71.07575543,Restaurants
Red Raven Inc,3,3 Nagog Park,Acton,MA,(978) 274-2231,42.5218979,-71.4318947,Restaurants
French Fry Heaven,1245,1245 Worcester St,Natick,MA,(508) 545-0009,42.3004711,-71.3857931,Restaurants
Boloco,425,425 Market St,Lynnfield,MA,(781) 334-3706,42.51466287,-71.03396275,Restaurants
Redstone American Grill,20,20 3rd Ave,Burlington,MA,(781) 229-0330,42.488075,-71.224312,Restaurants
Wahlburgers,930,930 Market St,Lynnfield,MA,(781) 334-2560,42.5146862,-71.0344211,Restaurants
Bbs Bar and Grill,2424,2424 Cranberry Hwy,Wareham,MA,(774) 678-4215,41.7803659,-70.7429764,Restaurants
Carry Nation Cocktail Club,11,11 Beacon St,Boston,MA,(617) 227-3100,42.3583973,-71.0617812,Restaurants
Champions Sports Bar & Restaurant,110,110 Huntington Ave,Boston,MA,(617) 927-5304,42.3467446,-71.0780519,Restaurants
Farmstead Table,71,71 Union St,Newton Center,MA,(617) 928-6000,42.329771,-71.192672,Restaurants
Five Guys,263,263 Huntington Ave,Boston,MA,(617) 936-3657,42.342251,-71.086142,Restaurants
Granary Tavern,170,170 Milk St,Boston,MA,(617) 449-7110,42.358726,-71.052602,Restaurants
Hull Mason,1000,1000 Marriot Dr,Quincy,MA,(617) 774-2078,42.229433,-71.018228,Restaurants
La Brasa,124,124 Broadway,Somerville,MA,(617) 764-1412,42.3877062,-71.0846367,Restaurants
Farr's Famous Chicken,43,43 Ashworth Ave,Hampton,NH,(603) 926-2030,42.9110595,-70.81201991,Restaurants
Savenor Properties LLC,72,72 Kirkland St,Cambridge,MA,(617) 864-0343,42.3774404,-71.1091259,Restaurants
Kasey Diner Inc,36,36 South Ave,Natick,MA,(508) 655-3761,42.2857673,-71.344422,Restaurants
Wuburger,880,880 Main St,Woburn,MA,(781) 281-0277,42.506561,-71.160747,Restaurants
Trillium Brewing Company,50,50 Thomson Pl,Boston,MA,(857) 449-0083,42.35173893,-71.04730437,Restaurants
Maiden,28,28 W Broadway,South Boston,MA,(617) 315-7829,42.342722,-71.05651,Restaurants
CBS Scene Restaurant & Bar,200,200 Patriot Pl,Foxboro,MA,(508) 543-2905,42.0932093,-71.2651515,Restaurants
Black Bird Doughnuts,492,492 Tremont St,Boston,MA,(617) 482-9000,42.3458723,-71.0691112,Restaurants
Beat Brasserie,179,179 Massachusetts Ave,Boston,MA,(617) 499-0001,42.345709,-71.087308,Restaurants
Burtons Grille,43,43 Middlesex Tpke Ste 6,Burlington,MA,(781) 221-2281,42.471412,-71.209482,Restaurants
Earls Restaurant,698,698 Assembly Row,Somerville,MA,(617) 666-1790,42.395546,-71.0800486,Restaurants
Mystic Station LLC,139,139 Pleasant St,Malden,MA,(781) 480-3166,42.4273398,-71.0709229,Restaurants
Five Guys,1030,1030 Main St Ste 19,Waltham,MA,(781) 647-0555,42.375605,-71.252463,Restaurants
Social Restaurant & Bar,320,320 Washington St,Newton,MA,(617) 244-4800,42.356171,-71.186684,Restaurants
Cafe Madeleine,517,517 Columbus Ave,Boston,MA,(857) 239-8052,42.342211,-71.080107,Restaurants
Rapscallion,5,5 Strawberry Hill Rd,Acton,MA,(978) 429-8161,42.491691,-71.415863,Restaurants
Mindy's Breakfast,207,207 Belmont St,Brockton,MA,(508) 857-4425,42.07887396,-71.02831948,Restaurants
Five Guys,215,215 Needham St,Newton Upper Falls,MA,(617) 332-5555,42.3105625,-71.2148757,Restaurants
Lees Burger Brookline,1331,1331 Beacon St,Brookline,MA,(617) 383-5831,42.3416625,-71.1214747,Restaurants
Seasons 52,6,6 Wayside Rd Ste U,Burlington,MA,(781) 272-5552,42.486349,-71.1933754,Restaurants
PARK Restaurant & Bar,59,59 Jfk St,Cambridge,MA,(617) 491-9851,42.371886,-71.1211111,Restaurants
Maddies Bar and Grille,216,216 Rangeway Rd,North Billerica,MA,(978) 670-7777,42.568697,-71.3105623,Restaurants
Grille 705,705,705 Massachusetts Ave,Boston,MA,(617) 606-3522,42.334915,-71.07539,Restaurants
Tutto Bene,1050,1050 Pearl St Ste 1,Brockton,MA,(508) 583-1515,42.052437,-71.06632,Restaurants
Fairouz,5268,5268 Washington St,West Roxbury,MA,(617) 469-0000,42.2593522,-71.1588677,Restaurants
Alden and Harlow,40,40 Brattle St,Cambridge,MA,(617) 864-2100,42.373455,-71.1216785,Restaurants
Tapestry,69,69 Kilmarnock St,Boston,MA,(617) 421-4430,42.342462,-71.099482,Restaurants
Grass Fed,3698,3698 Washington St,Jamaica Plain,MA,(617) 942-8181,42.300583,-71.112757,Restaurants
Not Your Average Joe's,70,70 University Ave,Westwood,MA,(781) 355-4400,42.2095548,-71.1502791,Restaurants
Woods Hill Table,24,24 Commonwealth Ave,Concord,MA,(978) 254-1435,42.456666,-71.393177,Restaurants
Lulu's Allston,421,421 Cambridge St,Allston,MA,(215) 333-3300,42.3551403,-71.1340632,Restaurants
Iron-Town Diner,325,325 Main St,Saugus,MA,(781) 558-2070,42.4732202,-71.0355296,Restaurants
Terrace Cafe,36,36 South St,Wrentham,MA,(508) 384-3269,42.0661823,-71.3289699,Restaurants
Wheelhouse,63,63 Broad St,Boston,MA,(617) 422-0082,42.35775112,-71.05389985,Restaurants
Ittoku,1414,1414 Commonwealth Ave,Brighton,MA,(617) 608-3630,42.348539,-71.139133,Restaurants
Market Street South LLC,850,850 Market St,Lynnfield,MA,(781) 334-6259,42.51583947,-71.03495083,Restaurants
Wenrich Family LLC,184,184 Lafayette Rd,North Hampton,NH,(603) 379-2549,42.99398463,-70.81723729,Restaurants
Take Away 762,762,762 Pleasant St,Belmont,MA,(617) 932-1444,42.392847,-71.181808,Restaurants
IHOP,570,570 Lafayette Rd Unit 301,Seabrook,NH,(603) 474-0512,42.891533,-70.871415,Restaurants
